"Title","Redirect URL","File Size","Type","Created","Contract Number","Contract Order","Document Summary"
"DIR-TSO-3480 Contract (per Amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3480 Contract (per Amendment 1).pdf","166077","pdf","9/1/2016 10:16:31 AM","DIR-TSO-3480","0","amended contract"
"DIR-DCS-SCP-MSA-003 - Appendix 1-Exhibit 4 Pricing and Financial Provisions to Amend 11","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-DCS-SCP-MSA-003 - Appendix 1-Exhibit 4 Pricing and Financial Provisions to Amend 11.pdf","450273","pdf","9/1/2016 3:53:39 PM","DIR-DCS-SCP-MSA-003","189","Appendix 1 - XRX_Exhibit 4_Pricing and Financial Provisions_20160615_clean"
"DIR-DCS-SCP-MSA-003-Appendix 2-Attachment 4-A Service Provider Pricing Forms(Print-Mail) to Amend 11","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-DCS-SCP-MSA-003-Appendix 2-Attachment 4-A Service Provider Pricing Forms(Print-Mail) to Amend 11.pdf","468498","pdf","9/1/2016 3:55:26 PM","DIR-DCS-SCP-MSA-003","190","Exhibit 4"
"DIR-DCS-SCP-MSA-003-Appendix 3 Attachment 4-D Resource Baselines to Amend 11","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-DCS-SCP-MSA-003-Appendix 3 Attachment 4-D Resource Baselines to Amend 11.pdf","1187416","pdf","9/1/2016 3:57:07 PM","DIR-DCS-SCP-MSA-003","191","Attachment 4-D"
"DIR-DCS-SCP-MSA-003-Appendix 4 Attachment 5-A Service Provider Key Personnel to Amend 11","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-DCS-SCP-MSA-003-Appendix 4 Attachment 5-A Service Provider Key Personnel to Amend 11.pdf","153933","pdf","9/1/2016 3:58:47 PM","DIR-DCS-SCP-MSA-003","192","Attach 5-A"
"DIR-DCS-SCP-MSA-003-Appendix 5 Exhibit 16 IT Service Continuity Management to Amend 11","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-DCS-SCP-MSA-003-Appendix 5 Exhibit 16 IT Service Continuity Management to Amend 11.pdf","482174","pdf","9/1/2016 4:00:10 PM","DIR-DCS-SCP-MSA-003","193","Exhibit 16"
"DIR-TSO-3536 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3536 Contract.pdf","22588","pdf","9/2/2016 8:59:31 AM","DIR-TSO-3536","0","DIR-TSO-3536 Contract"
"DIR-TSO-3536 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3536 Appendix B HUB Subcontracting Plan.pdf","196807","pdf","9/2/2016 9:02:51 AM","DIR-TSO-3536","0.02","DIR-TSO-3536 Appendix B HUB Subcontracting Plan"
"DIR-TSO-3536 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3536 Appendix C Pricing Index.pdf","15748","pdf","9/2/2016 9:04:19 AM","DIR-TSO-3536","0.03","DIR-TSO-3536 Appendix C Pricing Index"
"RFO DIR-TSO-TMP-225 for DIR-TSO-3536","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/RFO DIR-TSO-TMP-225 for DIR-TSO-3536.pdf","6257783","pdf","9/2/2016 9:08:18 AM","DIR-TSO-3536","0.99","RFO DIR-TSO-TMP-225 for DIR-TSO-3536"
"DIR-TSO-3536  Appendix D Software License and Maintenance Agreement","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3536  Appendix D Software License and Maintenance Agreement.pdf","56817","pdf","9/2/2016 9:10:55 AM","DIR-TSO-3536","0.04","DIR-TSO-3536  Appendix D Software License and Maintenance Agreement"
"DIR-TSO-3484 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3484 Contract.pdf","21360","pdf","9/2/2016 12:31:42 PM","DIR-TSO-3484","0","DIR-TSO-3484 Contract"
"DIR-TSO-3484 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3484 Appendix B HUB Subcontracting Plan.pdf","203504","pdf","9/2/2016 12:33:44 PM","DIR-TSO-3484","0.02","DIR-TSO-3484 Appendix B HUB Subcontracting Plan"
"RFO DIR-TSO-TMP-225 for DIR-TSO-3484","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/RFO DIR-TSO-TMP-225 for DIR-TSO-3484.pdf","6257783","pdf","9/2/2016 12:37:15 PM","DIR-TSO-3484","0.99","RFO DIR-TSO-TMP-225 for DIR-TSO-3484"
"DIR-DCS-SCP-MSA-003-Amendment 11","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-DCS-SCP-MSA-003-Amendment 11.pdf","97044","pdf","9/2/2016 4:43:17 PM","DIR-DCS-SCP-MSA-003","188","DIR-DCS-SCP-MSA-003"
"DIR-TSO-3454 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3454 Contract.pdf","22457","pdf","9/6/2016 12:25:15 PM","DIR-TSO-3454","0","DIR-TSO-3454 Contract"
"DIR-TSO-3454 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3454 Appendix B HUB Subcontracting Plan.pdf","212355","pdf","9/6/2016 12:27:12 PM","DIR-TSO-3454","0.02","DIR-TSO-3454 Appendix B HUB Subcontracting Plan"
"DIR-TSO-3454 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3454 Appendix C Pricing Index.pdf","9601","pdf","9/6/2016 12:28:14 PM","DIR-TSO-3454","0.03","DIR-TSO-3454 Appendix C Pricing Index"
"DIR-TSO-3454 Appendix D Software License Agreement","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3454 Appendix D Software License Agreement.pdf","328109","pdf","9/6/2016 12:36:45 PM","DIR-TSO-3454","0.04","DIR-TSO-3454 Appendix D Software License Agreement"
"RFO DIR-TSO-TMP-225 for DIR-TSO-3454","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/RFO DIR-TSO-TMP-225 for DIR-TSO-3454.pdf","6257777","pdf","9/6/2016 12:37:42 PM","DIR-TSO-3454","0.99","RFO DIR-TSO-TMP-225 for DIR-TSO-3454"
"DIR-TSO-3415 Amendment 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3415 Amendment 1.pdf","115861","pdf","9/6/2016 4:00:13 PM","DIR-TSO-3415","8","Amendment 1"
"DIR-TSO-2531-SOW2-CTO Texas ADDF Presentation Layout Project WEB(2)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-2531-SOW2-CTO Texas ADDF Presentation Layout Project WEB(2).pdf","383321","pdf","9/7/2016 12:02:21 PM","DIR-TSO-2531-SOW2-CTO","0","IT Research and Advisory services and assistance in the development of a presentation layout with associated templates and tools for an Application Development Decision Framework to be used by State of Texas agencies.  "
"DIR-SDD-2510 Data Digitization Framework and Operating Model Development Services SOW WEB","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-SDD-2510 Data Digitization Framework and Operating Model Development Services SOW WEB.pdf","793442","pdf","9/7/2016 12:04:20 PM","DIR-SDD-2510_SOW-1CTO","0","DIR to develop a framework and target operating model for data digitization efforts and determining maturity levels for agencies and the enterprise.  "
"DIR-TSO-3511 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3511 Appendix B HUB Subcontracting Plan.pdf","192487","pdf","9/8/2016 9:43:49 AM","DIR-TSO-3511","0.02","Appendix B"
"DIR-TSO-3517 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3517 Contract.pdf","130635","pdf","9/9/2016 3:50:43 PM","DIR-TSO-3517","0","Contract"
"DIR-TSO-3517 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3517 Appendix B HUB Subcontracting Plan.pdf","870343","pdf","9/9/2016 3:52:37 PM","DIR-TSO-3517","0.02","Appendix B"
"DIR-TSO-3517 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3517 Appendix C Services and Pricing Index.pdf","206217","pdf","9/9/2016 3:53:21 PM","DIR-TSO-3517","0.03","Appendix C"
"DIR-TSO-3517 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3517 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 3:54:02 PM","DIR-TSO-3517","99","Exhibit 1"
"DIR-TSO-3518 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3518 Contract.pdf","130684","pdf","9/9/2016 3:54:59 PM","DIR-TSO-3518","0","Contract"
"DIR-TSO-3518 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3518 Appendix C Services and Pricing Index.pdf","205837","pdf","9/9/2016 3:56:17 PM","DIR-TSO-3518","0.03","Appenidx C"
"DIR-TSO-3518 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3518 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 3:57:18 PM","DIR-TSO-3518","99","Exhibit 1"
"DIR-TSO-3519 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3519 Contract.pdf","130884","pdf","9/9/2016 3:58:07 PM","DIR-TSO-3519","0.01","Contract"
"DIR-TSO-3519 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3519 Appendix C Services and Pricing Index.pdf","206214","pdf","9/9/2016 4:00:22 PM","DIR-TSO-3519","0.03","Appendix C"
"DIR-TSO-3519  Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3519  Appendix B HUB Subcontracting Plan.pdf","861107","pdf","9/9/2016 4:03:20 PM","DIR-TSO-3519","0.02","Appendix B"
"DIR-TSO-3519 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3519 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 4:04:01 PM","DIR-TSO-3519","99","Exhibit 1"
"DIR-TSO-3520 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3520 Contract.pdf","130990","pdf","9/9/2016 4:04:47 PM","DIR-TSO-3520","0","Contract"
"DIR-TSO-3520 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3520 Appendix B HUB Subcontracting Plan.pdf","863685","pdf","9/9/2016 4:05:57 PM","DIR-TSO-3520","0.02","Appendix B"
"DIR-TSO-3520 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3520 Appendix C Services and Pricing Index.pdf","240187","pdf","9/9/2016 4:06:32 PM","DIR-TSO-3520","0.03","Appendix C"
"DIR-TSO-3520 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3520 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 4:07:08 PM","DIR-TSO-3520","99","Exhibit 1"
"DIR-TSO-3521 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3521 Appendix B HUB Subcontracting Plan.pdf","860024","pdf","9/9/2016 4:09:27 PM","DIR-TSO-3521","0.02","Appendix B"
"DIR-TSO-3521 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3521 Appendix C Services and Pricing Index.pdf","206359","pdf","9/9/2016 4:10:10 PM","DIR-TSO-3521","0.03","Appendix C"
"DIR-TSO-3522 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3522 Contract.pdf","130619","pdf","9/9/2016 4:11:20 PM","DIR-TSO-3522","0","Contract"
"DIR-TSO-3522 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3522 Appendix C Services and Pricing Index.pdf","206225","pdf","9/9/2016 4:13:12 PM","DIR-TSO-3522","0.03","Appendix C"
"DIR-TSO-3522 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3522 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 4:13:58 PM","DIR-TSO-3522","99","Exhibit 1"
"DIR-TSO-3523 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3523 Contract.pdf","130946","pdf","9/9/2016 4:15:07 PM","DIR-TSO-3523","0","DIR-TSO-3523"
"DIR-TSO-3523 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3523 Appendix B HUB Subcontracting Plan.pdf","874947","pdf","9/9/2016 4:17:39 PM","DIR-TSO-3523","0.02","Appendix B"
"DIR-TSO-3523 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3523 Appendix C Services and Pricing Index.pdf","205841","pdf","9/9/2016 4:18:23 PM","DIR-TSO-3523","0.03","Appendix C"
"DIR-TSO-3524 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3524 Contract.pdf","130636","pdf","9/9/2016 4:19:38 PM","DIR-TSO-3524","0","Contract"
"DIR-TSO-3524 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3524 Appendix C Services and Pricing Index.pdf","205854","pdf","9/9/2016 4:21:41 PM","DIR-TSO-3524","0.03","Appendix C"
"DIR-TSO-3524 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3524 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 4:22:27 PM","DIR-TSO-3524","99","Exhibit 1"
"DIR-TSO-3525 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3525 Contract.pdf","131579","pdf","9/9/2016 4:23:15 PM","DIR-TSO-3525","0","Contract"
"DIR-TSO-3525 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3525 Appendix C Services and Pricing Index.pdf","206903","pdf","9/9/2016 4:24:51 PM","DIR-TSO-3525","0.03","Appendix C"
"DIR-TSO-3525 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3525 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 4:25:28 PM","DIR-TSO-3525","99","Exhibit 1"
"DIR-TSO-3526 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3526 Contract.pdf","130764","pdf","9/9/2016 4:26:24 PM","DIR-TSO-3526","0","Contract"
"DIR-TSO-3526 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3526 Appendix C Services and Pricing Index.pdf","205837","pdf","9/9/2016 4:29:16 PM","DIR-TSO-3526","0.03","Appendix C"
"DIR-TSO-3526 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3526 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 4:30:07 PM","DIR-TSO-3526","99","Exhibit 1"
"DIR-TSO-3529 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3529 Contract.pdf","130641","pdf","9/9/2016 4:30:52 PM","DIR-TSO-3529","0","Contract"
"DIR-TSO-3529 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3529 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 4:34:17 PM","DIR-TSO-3529","99","Exhibit 1"
"DIR-TSO-3530 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3530 Contract.pdf","130749","pdf","9/9/2016 4:35:05 PM","DIR-TSO-3530","0","Contract"
"DIR-TSO-3530 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3530 Appendix C Services and Pricing Index.pdf","206059","pdf","9/9/2016 4:37:05 PM","DIR-TSO-3530","0.03","Appendix C"
"DIR-TSO-3530 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3530 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 4:37:49 PM","DIR-TSO-3530","99","Exhibit 1"
"DIR-TSO-3531 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3531 Contract.pdf","130666","pdf","9/9/2016 4:38:48 PM","DIR-TSO-3531","0","Contract"
"DIR-TSO-3531 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3531 Appendix B HUB Subcontracting Plan.pdf","941980","pdf","9/9/2016 4:40:03 PM","DIR-TSO-3531","0.02","Appendix B"
"DIR-TSO-3531 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3531 Appendix C Services and Pricing Index.pdf","206211","pdf","9/9/2016 4:40:40 PM","DIR-TSO-3531","0.03","Appendix C"
"DIR-TSO-3531 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3531 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 4:41:50 PM","DIR-TSO-3531","99","Exhibit 1"
"DIR-TSO-3532 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3532 Contract.pdf","130677","pdf","9/9/2016 4:42:42 PM","DIR-TSO-3532","0","Contract"
"DIR-TSO-3532 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3532 Appendix B HUB Subcontracting Plan.pdf","1013816","pdf","9/9/2016 4:43:55 PM","DIR-TSO-3532","0.02","Appendix B"
"DIR-TSO-3532 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3532 Appendix C Services and Pricing Index.pdf","206027","pdf","9/9/2016 4:44:38 PM","DIR-TSO-3532","0.03","Appendix C"
"DIR-TSO-3532 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3532 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 4:45:23 PM","DIR-TSO-3532","99","Exhibit 1"
"DIR-TSO-3521 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3521 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 4:47:26 PM","DIR-TSO-3521","99","Exhibit 1"
"DIR-TSO-3523 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3523 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 4:48:33 PM","DIR-TSO-3523","99","Exhibit 1"
"DIR-TSO-3533 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3533 Contract.pdf","131050","pdf","9/9/2016 4:51:56 PM","DIR-TSO-3533","0","Contract"
"DIR-TSO-3533 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3533 Appendix C Services and Pricing Index.pdf","205830","pdf","9/9/2016 4:53:59 PM","DIR-TSO-3533","0.03","Appendix C"
"DIR-TSO-3533 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3533 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 4:55:32 PM","DIR-TSO-3533","99","Exhibit 1"
"DIR-TSO-3534 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3534 Contract.pdf","130646","pdf","9/9/2016 4:56:34 PM","DIR-TSO-3534","0","Contract"
"DIR-TSO-3534 Exhibit 1 RFO DIR-TSO-TMP-242","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3534 Exhibit 1 RFO DIR-TSO-TMP-242.zip","4087884","zip","9/9/2016 5:00:18 PM","DIR-TSO-3534","99","Exhibit 1"
"DIR-TSO-3535 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3535 Contract.pdf","130667","pdf","9/9/2016 5:01:24 PM","DIR-TSO-3535","0","Contract"
"DIR-TSO-3535 Appendix C Services and Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3535 Appendix C Services and Pricing Index.pdf","206369","pdf","9/9/2016 5:05:04 PM","DIR-TSO-3535","0.03","Appendix C"
"DIR-TSO-3278 Amendment 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3278 Amendment 1.pdf","115189","pdf","9/12/2016 10:39:38 AM","DIR-TSO-3278","1","Renewal amendment 1."
"DIR-TSO-3278 Appendix A Standard Terms and Conditions (per Amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3278 Appendix A Standard Terms and Conditions (per Amendment 1).pdf","613377","pdf","9/12/2016 10:40:25 AM","DIR-TSO-3278","0.01","Updated Appendix A."
"DIR-TSO-2636 Appendix C Pricing Index (per Amendment 2)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-2636 Appendix C Pricing Index (per Amendment 2).pdf","126563","pdf","9/13/2016 9:34:52 AM","DIR-TSO-2636","0.03","Appendix C Pricing Index (per Amendment 2)"
"DIR-TSO-2636 Amendment 2","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-2636 Amendment 2.pdf","198777","pdf","9/13/2016 9:36:33 AM","DIR-TSO-2636","2","Amendment 2"
"DIR-TSO-3632 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3632 Contract.pdf","165708","pdf","9/13/2016 9:55:29 AM","DIR-TSO-3632","0","contract"
"DIR-TSO-3632 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3632 Appendix C Pricing Index.pdf","28661","pdf","9/13/2016 9:56:52 AM","DIR-TSO-3632","0.03","pricing index"
"RFO DIR-TSO-TMP-229 for DIR-TSO-3632","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/RFO DIR-TSO-TMP-229 for DIR-TSO-3632.pdf","3265636","pdf","9/13/2016 9:57:35 AM","DIR-TSO-3632","0.99","RFO"
"DIR-TSO-TMP-242 NTE Rates","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-TMP-242 NTE Rates.pdf","227306","pdf","9/13/2016 5:02:21 PM","DIR-TSO-TMP-242","0","NTE Rates"
"DIR-SDD-2439 Amendment 2","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-SDD-2439 Amendment 2.pdf","95547","pdf","9/14/2016 10:07:09 AM","DIR-SDD-2439","2","Amendment 2"
"DIR-TSO-3472 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3472 Contract.pdf","167776","pdf","9/14/2016 1:23:35 PM","DIR-TSO-3472","0","DIR-TSO-3472 Contract"
"DIR-TSO-3472 Appendix A Standard Terms and Conditions","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3472 Appendix A Standard Terms and Conditions.pdf","494787","pdf","9/14/2016 1:25:20 PM","DIR-TSO-3472","0.01","DIR-TSO-3472 Appendix A"
"DIR-TSO-3472 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3472 Appendix B HUB Subcontracting Plan.pdf","837083","pdf","9/14/2016 1:27:13 PM","DIR-TSO-3472","0.02","DIR-TSO-3472 Appendix B"
"DIR-TSO-3472 RFO DIR-TSO-TMP-232","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3472 RFO DIR-TSO-TMP-232.pdf","4251333","pdf","9/14/2016 2:41:31 PM","DIR-TSO-3472","0.99","DIR-TSO-3472 RFO DIR-TSO-TMP-232."
"DIR-TSO-3625 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3625 Contract.pdf","93489","pdf","9/14/2016 4:08:05 PM","DIR-TSO-3625","0","Contract"
"DIR-TSO-3625 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3625 Appendix B HUB Subcontracting Plan.pdf","1057631","pdf","9/14/2016 4:09:39 PM","DIR-TSO-3625","2","Appendix B  "
"DIR-TSO-3625 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3625 Appendix C Pricing Index.pdf","188239","pdf","9/14/2016 4:10:07 PM","DIR-TSO-3625","3","Appendix C"
"DIR-TSO-3423 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3423 Appendix C Pricing Index.pdf","272658","pdf","9/15/2016 9:42:24 AM","DIR-TSO-3423","0.03","DIR-TSO-3423 Appendix C Pricing Index"
"DIR-TSO-3417 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3417 Appendix C Pricing Index.pdf","166845","pdf","9/15/2016 10:08:51 AM","DIR-TSO-3417","0.03","DIR-TSO-3417 Appendix C Pricing Index"
"DIR-TSO-3471 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3471 Appendix C Pricing Index.pdf","366922","pdf","9/15/2016 10:18:44 AM","DIR-TSO-3471","0.03","DIR-TSO-3471 Appendix C Pricing Index"
